uniprot,has_smiles_hit,has_smiles_hit_not_in_trainset,smiles_hit_rate,smiles_hit_rate_not_in_trainset,smiles_hit_fraction,smiles_hit_fraction_not_in_trainset,smiles_TAScore,has_scaffold_hit,has_scaffold_hit_not_in_trainset,scaffold_hit_rate,scaffold_hit_rate_not_in_trainset,scaffold_hit_fraction,scaffold_hit_fraction_not_in_trainset,scaffold_TAScore,smiles_intersection_specific,smiles_intersection_all,scaffold_intersection_specific,scaffold_intersection_all
O14757,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2263468354119913e-05
O14965,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002084789620200385
O43570,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.083,0.032,0.013578274760383386,0.011980830670926517,2.324212285358462,0.0,0.0,0.12652439024390244,0.05443753602393829
O60674,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023300589872827834
O60885,False,False,0.0,0.0,0.0,0.0,0.0,True,False,0.007,0.0,0.0005753739930955121,0.0,0.2867169598069078,0.0,0.0,0.007345225603357817,0.025618385391756496
O75874,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002084789620200385
O76074,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.0012674271229404308,0.0012674271229404308,6.602669994002254,0.0,0.0,0.002105263157894737,0.0003188501772071177
O94925,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00338,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.004629629629629629,0.004629629629629629,5.5245924948419685,0.0,0.0,0.003048780487804878,0.0005518560759353961
P00374,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.016,0.016,0.0035335689045936395,0.0035335689045936395,1.0170444361902904,0.0,0.0,0.025356576862123614,0.024931631163925782
P00489,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.011,0.011,0.023255813953488372,0.023255813953488372,4.101910518282356,0.0,0.0,0.015895953757225433,0.0038752559999018924
P00519,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.017,0.017,0.0011198208286674132,0.0011198208286674132,1.970603655466564,0.0,0.0,0.04927536231884058,0.0250052119740505
P00533,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.0008227067050596463,0.0008227067050596463,0.11352462820854832,0.0,0.0,0.003444316877152698,0.030339820708092664
P00734,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.02,0.005,0.0021321961620469083,0.0015991471215351812,0.997431284647,0.0,0.0,0.043668122270742356,0.043780582024208085
P00742,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.039,0.039,0.0018390804597701149,0.0018390804597701149,2.1738200434036594,0.0,0.0,0.0663265306122449,0.030511509265050342
P00749,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.033,0.002,0.011204481792717087,0.0056022408963585435,1.3576169553293147,0.0,0.0,0.04054054054054054,0.029861545442281985
