uniprot,has_smiles_hit,has_smiles_hit_not_in_trainset,smiles_hit_rate,smiles_hit_rate_not_in_trainset,smiles_hit_fraction,smiles_hit_fraction_not_in_trainset,smiles_TAScore,has_scaffold_hit,has_scaffold_hit_not_in_trainset,scaffold_hit_rate,scaffold_hit_rate_not_in_trainset,scaffold_hit_fraction,scaffold_hit_fraction_not_in_trainset,scaffold_TAScore,smiles_intersection_specific,smiles_intersection_all,scaffold_intersection_specific,scaffold_intersection_all
O14757,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013875639580261903
O14965,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.007,0.007,0.0017064846416382253,0.0017064846416382253,3.8472388947018703,0.0,0.0,0.007106598984771574,0.0018471945191223659
O43570,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.194,0.068,0.01597444089456869,0.01437699680511182,3.3416727682053944,0.0,0.00010406729685196427,0.1975560081466395,0.059118896886653366
O60674,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,8.67227473766369e-06,0.0,0.0024629260254964876
O60885,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.244,0.006,0.0028768699654775605,0.0023014959723820483,8.865421923249423,0.0,0.0,0.25363825363825365,0.02860983435955251
O75874,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001561009452779464
O76074,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.0012674271229404308,0.0012674271229404308,0.7318063301632132,0.0,0.0,0.0010090817356205853,0.0013788916832885266
O94925,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00338,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.009259259259259259,0.009259259259259259,1.005625049095508,0.0,0.0,0.0030959752321981426,0.0030786575318706095
P00374,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02684069031306912
P00489,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.011627906976744186,0.011627906976744186,0.622556922665613,0.0,0.0,0.0010582010582010583,0.001699765848582083
P00519,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.026,0.026,0.0022396416573348264,0.0022396416573348264,0.974248251205184,0.0,0.0,0.02636916835699797,0.027066169456248373
P00533,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.015,0.015,0.003290826820238585,0.003290826820238585,0.3845976806949258,0.0,0.0,0.015105740181268883,0.03927673228687885
P00734,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.008,0.004,0.0026652452025586353,0.0015991471215351812,0.1661459144182581,0.0,8.67227473766369e-06,0.008146639511201629,0.0490330413667505
P00742,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.071,0.071,0.0036781609195402297,0.0036781609195402297,1.9893014680961119,0.0,8.67227473766369e-06,0.07395833333333333,0.037178041800364235
P00749,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.053,0.008,0.025210084033613446,0.011204481792717087,1.4787625782087723,0.0,8.67227473766369e-06,0.05386178861788618,0.036423553898187494
P00797,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.085,0.01,0.006261180679785331,0.004472271914132379,2.3252556005018636,0.0,0.0,0.09052183173588925,0.0389298412973723
P00915,True,True,0.001,0.001,0.0001665833749791771,0.0001665833749791771,12.15067092056821,True,True,0.294,0.175,0.019097222222222224,0.017939814814814815,5.070690367659333,0.001053740779768177,8.67227473766369e-05,0.30979978925184404,0.06109617552684069
P00918,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.137,0.065,0.019558676028084254,0.016549648946840523,2.153844870964488,0.0,0.00011273957158962796,0.13755020080321284,0.06386263116815541
P03372,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.045,0.039,0.010648596321393998,0.00968054211035818,1.1266470749800441,0.0,1.734454947532738e-05,0.04643962848297214,0.04121932182811552
P03951,False,False,0.0,0.0,0.0,0.0,0.0,True,False,0.042,0.0,0.002079002079002079,0.0,1.6151669594861708,0.0,0.0,0.043478260869565216,0.026918740785708092
P04150,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.0012468827930174563,0.0012468827930174563,0.719349933909928,0.0,0.0,0.0020898641588296763,0.002905212037117336
P04629,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.035,0.035,0.0008880994671403197,0.0008880994671403197,1.4006607869517653,0.0,0.0,0.03747323340471092,0.026753967565692482
P05979,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.079,0.014,0.029304029304029304,0.014652014652014652,2.0153672007297683,0.0,8.67227473766369e-06,0.08272251308900523,0.04104587633336224
P06239,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.109,0.109,0.0011494252873563218,0.0011494252873563218,5.000147178995183,0.0,0.0,0.1631736526946108,0.03263376983782846
P06276,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.084,0.084,0.006158583525789068,0.006158583525789068,3.0002546054073647,0.0,0.0,0.09567198177676538,0.03188795421038938
P07550,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.06,0.002,0.006593406593406593,0.004395604395604396,1.6189221932464493,0.0,0.0,0.06329113924050633,0.03909461451738791
