uniprot,has_smiles_hit,has_smiles_hit_not_in_trainset,smiles_hit_rate,smiles_hit_rate_not_in_trainset,smiles_hit_fraction,smiles_hit_fraction_not_in_trainset,smiles_TAScore,has_scaffold_hit,has_scaffold_hit_not_in_trainset,scaffold_hit_rate,scaffold_hit_rate_not_in_trainset,scaffold_hit_fraction,scaffold_hit_fraction_not_in_trainset,scaffold_TAScore,smiles_intersection_specific,smiles_intersection_all,scaffold_intersection_specific,scaffold_intersection_all
O14757,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.913827214772478e-05
O14965,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010112112552209276
O43570,True,True,0.001,0.001,0.00024709661477637757,0.00024709661477637757,6.997595614162609,True,True,0.093,0.036,0.015175718849840255,0.01437699680511182,0.9714792813397839,0.0010460251046025104,0.00014948340294570236,0.09728033472803348,0.10013629369092109
O60674,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.000892458723784025,0.000892458723784025,3.729870232094039,0.0,0.0,0.003181336161187699,0.0008529347109254782
O60885,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.099,0.005,0.0028768699654775605,0.0023014959723820483,1.7444522367820814,0.0,0.0,0.10334029227557412,0.05923939327324687
O75874,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.002,0.002,0.0035398230088495575,0.0035398230088495575,4.248542173665984,0.0,0.0,0.0020920502092050207,0.000492415915585843
O76074,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.0012674271229404308,0.0012674271229404308,0.4099675399090193,0.0,0.0,0.0010526315789473684,0.0025675972741261814
O94925,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P00338,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.004629629629629629,0.004629629629629629,0.9781700896383041,0.0,0.0,0.0010235414534288639,0.0010463838206199165
P00374,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.026,0.026,0.0035335689045936395,0.0035335689045936395,0.4816379444334117,0.0,0.0,0.027168234064785787,0.05640800175862827
P00489,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.011627906976744186,0.011627906976744186,0.17568454498736247,0.0,0.0,0.0010427528675703858,0.005935370411079358
P00519,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.123,0.123,0.0022396416573348264,0.0022396416573348264,2.268981758576547,0.0,0.0,0.12906610703043023,0.05688283139151462
P00533,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.054,0.054,0.0020567667626491155,0.0020567667626491155,0.8783752457974848,0.0,0.0,0.05672268907563025,0.06457683007254342
