uniprot,has_smiles_hit,has_smiles_hit_not_in_trainset,smiles_hit_rate,smiles_hit_rate_not_in_trainset,smiles_hit_fraction,smiles_hit_fraction_not_in_trainset,smiles_TAScore,has_scaffold_hit,has_scaffold_hit_not_in_trainset,scaffold_hit_rate,scaffold_hit_rate_not_in_trainset,scaffold_hit_fraction,scaffold_hit_fraction_not_in_trainset,scaffold_TAScore,smiles_intersection_specific,smiles_intersection_all,scaffold_intersection_specific,scaffold_intersection_all
O14757,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008016032064128256
O14965,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.004,0.004,0.0017064846416382253,0.0017064846416382253,2.4265598546866416,0.0,0.0,0.004744958481613286,0.001955426003522196
O43570,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.189,0.066,0.012779552715654952,0.011980830670926517,1.8575883697956563,0.0,0.0001336005344021376,0.23924050632911392,0.12879091516366065
O60674,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.0004462293618920125,0.0004462293618920125,0.6548243594074404,0.0,0.0,0.0012406947890818859,0.0018946984878848605
O60885,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.072,0.005,0.0023014959723820483,0.0017261219792865361,1.1495889822351824,0.0,0.0,0.08921933085501858,0.07760976498451448
O75874,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008016032064128256
O76074,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.004,0.004,0.0038022813688212928,0.0038022813688212928,1.0567352446684666,0.0,0.0,0.004889975550122249,0.004627436691564948
O94925,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2145503127467055e-05
P00338,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.004,0.004,0.013888888888888888,0.013888888888888888,2.1131043187797793,0.0,0.0,0.005235602094240838,0.0024776826380032793
P00374,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.0035335689045936395,0.0035335689045936395,0.0659889797055735,0.0,0.0,0.0048,0.0727394182304002
P00489,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00738446590149997
P00519,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.005,0.005,0.0022396416573348264,0.0022396416573348264,0.14265151084165228,0.0,0.0,0.01079913606911447,0.07570292099350216
P00533,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.029,0.028,0.004113533525298231,0.003702180172768408,0.44453411845781937,0.0,0.0,0.036848792884371026,0.08289305884496265
P00734,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.073,0.018,0.005863539445628998,0.0037313432835820895,0.8040476782183859,0.0,0.0,0.08721624850657109,0.10847148843140828
P00742,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.161,0.161,0.0022988505747126436,0.0022988505747126436,2.2160611701051254,0.0,0.0,0.19053254437869824,0.08597801663933928
P00749,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.141,0.029,0.0196078431372549,0.011204481792717087,1.602703403008212,0.0,0.0,0.16765755053507728,0.10460921843687375
P00797,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.11,0.017,0.006261180679785331,0.005366726296958855,1.4237925844098833,0.0,0.0,0.13002364066193853,0.0913220380154248
P00918,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.206,0.095,0.009528585757271816,0.008525576730190571,1.8462144830265703,0.0,0.000218619056294407,0.2768817204301075,0.1499726726179632
P03372,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.112,0.112,0.010648596321393998,0.010648596321393998,1.5881067977992247,0.0,0.0,0.13793103448275862,0.0868524928645169
P03951,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.093,0.003,0.004158004158004158,0.002079002079002079,1.5699448859250351,0.0,0.0,0.11923076923076924,0.0759458310560515
P04150,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029756482662294287
P04629,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.01,0.01,0.0008880994671403197,0.0008880994671403197,0.22195067480535355,0.0,0.0,0.01607717041800643,0.07243578065221352
P05979,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.227,0.014,0.03296703296703297,0.018315018315018316,3.0515794013116406,0.0,0.0,0.2612197928653625,0.08560150604238781
P06276,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.087,0.087,0.003849114703618168,0.003849114703618168,1.3606350750429432,0.0,0.0,0.10444177671068428,0.07675957976559179
P07550,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.04,0.007,0.01098901098901099,0.008791208791208791,0.625964348173004,0.0,0.0,0.05509641873278237,0.08801846116475374
P07900,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.056,0.056,0.008741258741258742,0.008741258741258742,0.8410189051471524,0.0,0.0,0.07225806451612904,0.08591728912370195
P08069,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.085,0.085,0.0022675736961451248,0.0022675736961451248,1.315177484424743,0.0,0.0,0.09906759906759907,0.07532641039655068
P08183,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.025,0.025,0.0012642225031605564,0.0012642225031605564,0.4079200950048954,0.0,0.0,0.03225806451612903,0.079079370862938
P08254,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.112,0.028,0.011479591836734694,0.008928571428571428,1.272197005174568,0.0,0.0,0.14678899082568808,0.11538227971093702
P08581,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.078,0.078,0.0006807351940095302,0.0006807351940095302,1.172019484683476,0.0,0.0,0.08496732026143791,0.07249650816785086
P09874,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.057,0.057,0.003703703703703704,0.003703703703703704,0.8462659912276509,0.0,2.429100625493411e-05,0.06909090909090909,0.08164207202283355
P10275,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.185,0.039,0.013392857142857142,0.010416666666666666,2.064426557733026,0.0,0.0,0.2300995024875622,0.11145928220076516
P10415,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.008,0.008,0.0022497187851518562,0.0022497187851518562,0.3342192666486515,0.0,0.0,0.025889967637540454,0.07746401894698488
P10826,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.018,0.017,0.056074766355140186,0.04672897196261682,0.42360658498291887,0.0,0.0,0.03529411764705882,0.083318151454424
P10828,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.008,0.005,0.021739130434782608,0.007246376811594203,0.20948316137656878,0.0,0.0,0.016194331983805668,0.07730612740632781
P11309,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.006,0.006,0.002622950819672131,0.002622950819672131,2.9007538214925237,0.0,0.0,0.006764374295377677,0.0023319366004736744
P11362,False,False,0.0,0.0,0.0,0.0,0.0,True,False,0.11,0.0,0.001075268817204301,0.0,1.7290175816912603,0.0,0.0,0.1252847380410023,0.07246007165846845
P12821,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.107,0.107,0.0410958904109589,0.0410958904109589,1.2438814345852673,0.0,0.0,0.125,0.10049189287666242
P12931,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.005,0.005,0.0024311183144246355,0.0024311183144246355,0.10609961636001213,0.0,0.0,0.007886435331230283,0.07433047914009838
P14174,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.007,0.007,0.024390243902439025,0.024390243902439025,0.13032108518305846,0.0,0.0,0.009655172413793104,0.07408756907754904
P14416,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.012,0.012,0.0019348597226701064,0.0019348597226701064,0.19881950272590412,0.0,0.0,0.02112676056338028,0.10626100686220927
P14902,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.105,0.105,0.015714285714285715,0.015714285714285715,1.4175989900980919,0.0,3.643650938240116e-05,0.12195121951219512,0.08602659865184915
P15056,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.051,0.051,0.0013623978201634877,0.0013623978201634877,1.0395357200152606,0.0,0.0,0.07786259541984733,0.07490131778708933
P15145,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.086,0.045,0.07575757575757576,0.06818181818181818,0.8787208571436377,0.0,1.2145503127467055e-05,0.10913705583756345,0.1241999149814781
P16184,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.001,0.001,0.0072992700729927005,0.0072992700729927005,3.2116935802763495,0.0,0.0,0.0011312217194570137,0.0003522195906965446
P18031,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.015,0.001,0.0021691973969631237,0.0010845986984815619,0.4034380057678767,0.0,0.0,0.03546099290780142,0.08789700613347907
P19793,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.071,0.062,0.046357615894039736,0.033112582781456956,1.068215933951014,0.0,0.0,0.09114249037227215,0.08532215947045606
P21554,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.025,0.025,0.004817618719889883,0.004817618719889883,0.4517294922264691,0.0,0.0,0.039936102236421724,0.08840711726483269
P23458,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005222566344810834
P24941,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.005,0.005,0.004322766570605188,0.004322766570605188,3.4148311964862565,0.0,0.0,0.005599104143337066,0.0016396429222080525
P25440,False,False,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000218619056294407
P27487,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.007,0.007,0.0027266530334014998,0.0027266530334014998,0.11459071453459244,0.0,0.0,0.012237762237762238,0.10679540899981782
P28223,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.01,0.01,0.001687289088863892,0.001687289088863892,0.1728142516417483,0.0,0.0,0.017985611510791366,0.1040748162992652
P28482,False,False,0.0,0.0,0.0,0.0,0.0,True,False,0.01,0.0,0.0010183299389002036,0.0,0.18311120220641208,0.0,0.0,0.014204545454545454,0.07757332847513208
P28845,False,False,0.0,0.0,0.0,0.0,0.0,True,True,0.003,0.003,0.00078064012490242,0.00078064012490242,0.08068630962788641,0.0,0.0,0.005928853754940711,0.07348029392117568
